id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
13062,tt0395479,Boundin',Boundin',2003,2003-11-04,5.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,5.137422,7.0,135,0,0,"On a high mountain plain lives a lamb with wool of such remarkable sheen that he breaks into high-steppin' dance. But there comes a day when he loses his lustrous coat and, along with it, his pride. It takes a wise jackalope - a horn-adorned rabbit - to teach the moping lamb that wooly or not, it's what's inside that'll help him rebound from life's troubles.",,Released,en,False,False,"[""jumping"",""lamb"",""short"",""jackalope"",""pixar animation""]",False
13179,tt0823671,Tinker Bell,Tinker Bell,2008,2008-10-27,78.0,"[""Animation"",""Family"",""Adventure"",""Fantasy""]","[""DisneyToon Studios"",""Walt Disney Animation Studios"",""Prana Animation Studios""]","[""India"",""United States of America""]","[""English""]",Tinker Bell Collection,9.066971,6.5,319,48000000,0,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",Enter the world of fairies,Released,en,False,False,"[""to tinker"",""fairy"",""spring"",""engineering"",""gardening""]",True
13374,tt0396652,Ice Princess,Ice Princess,2005,2005-03-17,98.0,"[""Drama"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Bridget Johnson Films"",""Skate Away Productions""]","[""United States of America"",""Canada""]","[""English""]",,9.313354,5.9,189,25000000,27645491,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",,Released,en,False,False,"[""sport"",""figure skating"",""teenage girl"",""teen movie"",""teenager""]",False
13378,tt0424279,Mickey's Twice Upon a Christmas,Mickey's Twice Upon a Christmas,2004,2004-01-01,68.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""DisneyToon Studios""]","[""United States of America""]","[""English""]",Mickey's Upon a Christmas Collection,5.512528,7.1,58,0,0,"Santa Claus, Mickey Mouse and all his Disney pals star in an original movie about the importance of opening your heart to the true spirit of Christmas. Stubborn old Donald tries in vain to resist the joys of the season, and Mickey and Pluto learn a great lesson about the power of friendship.",,Released,en,False,False,"[""holiday"",""woman director""]",True
13380,tt0089731,One Magic Christmas,One Magic Christmas,1985,1985-11-22,88.0,"[""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Telefilm Canada"",""Silver Screen Partners II""]","[""Canada"",""United States of America""]","[""English"",""Italiano""]",,11.890036,5.7,15,0,0,"Ginny Grainger, a young mother, rediscovers the joy and beauty of Christmas, thanks to the unshakable faith of her six-year-old daughter Abbie and Gideon, Ginny's very own guardian angel.",,Released,en,False,False,"[""holiday"",""mother daughter relationship"",""christmas""]",False
13413,tt1334585,BURN·E,BURN·E,2008,2008-11-17,8.0,"[""Animation"",""Family""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,8.003898,7.8,250,0,0,What lengths will a robot undergo to do his job? BURN·E is a dedicated hard working robot who finds himself locked out of his ship. BURN·E quickly learns that completing a simple task can often be a very difficult endeavor.,,Released,en,False,False,"[""space"",""robot"",""short"",""pixar animation""]",False
13417,tt0401398,Kronk's New Groove,Kronk's New Groove,2005,2005-12-05,72.0,"[""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Toon City""]","[""United States of America""]","[""English""]",The Emperor's New Groove Collection,7.680092,6.0,233,0,0,"Kronk, now chef and Head Delivery Boy of Mudka's Meat Hut, is fretting over the upcoming visit of his father. Kronk's father always disapproved of young Kronk's culinary interests and wished that Kronk instead would settle down with a wife and a large house on a hill.",,Released,en,False,False,"[""competition"",""friendship"",""sequel"",""kids and family""]",True
13493,tt0997047,College Road Trip,College Road Trip,2008,2008-03-07,83.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,6.640014,5.0,91,0,68397662,"When an overachieving high school student decides to travel around the country to choose the perfect college, her overprotective cop father also decides to accompany her in order to keep her on the straight and narrow.",,Released,en,False,False,"[""road trip""]",True
13654,tt0324941,101 Dalmatians II: Patch's London Adventure,101 Dalmatians II: Patch's London Adventure,2003,2003-01-21,70.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Television Animation""]","[""United States of America""]","[""English""]",101 Dalmatians (Animated) Collection,10.398905,5.7,231,0,0,"Being one of 101 takes its toll on Patch, who doesn't feel unique. When he's accidentally left behind on moving day, he meets his idol, Thunderbolt, who enlists him on a publicity campaign.",A New Hero Unleashed.,Released,en,False,False,"[""sequel"",""number in title"",""dog"",""dalmatian"",""aftercreditsstinger""]",False
13680,tt0492956,The Game Plan,The Game Plan,2007,2007-09-28,110.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures"",""Mayhem Pictures"",""Monkey Dance Productions""]","[""United States of America""]","[""English""]",,9.627676,6.0,434,22000000,147880543,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.","Half his size, twice the trouble ... and she's moving in.",Released,en,False,False,"[""american football"",""bachelor"",""sports team"",""sport"",""aerobics"",""tween girl"",""publicist""]",True
13682,tt0407121,Pooh's Heffalump Movie,Pooh's Heffalump Movie,2005,2005-02-11,68.0,"[""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,10.096263,6.3,91,0,0,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",There's something new in the Hundred Acre Wood.,Released,en,False,False,[],True
13691,tt0323642,Piglet's Big Movie,Piglet's Big Movie,2003,2003-03-16,75.0,"[""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,8.516475,6.1,76,0,0,"When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",A tale you'll never forget.,Released,en,False,False,[],True
13700,tt0299172,Home on the Range,Home on the Range,2004,2004-04-02,76.0,"[""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""普通话"",""English""]",,8.555544,5.7,405,110000000,103951461,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",Bust a Moo,Released,en,False,False,"[""farm"",""cow"",""animal""]",False
13761,tt0143808,Pocahontas II: Journey to a New World,Pocahontas II: Journey to a New World,1998,1998-08-04,72.0,"[""Adventure"",""Animation"",""Romance"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Pocahontas Collection,8.763892,4.9,297,0,0,"When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over. He will stop at nothing to discredit the young princess.",,Released,en,False,False,[],True
13767,tt0452681,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,2006,2006-11-01,98.0,"[""Comedy"",""Family"",""Adventure""]","[""Walt Disney Pictures"",""Boxing Cat Films"",""Outlaw Productions (I)"",""Santa Frost Productions""]","[""United States of America""]","[""English""]",The Santa Clause Collection,6.829528,5.0,241,12000000,84500122,"Now that Santa and Mrs. Claus have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa.",His time at the North Pole is about to go South.,Released,en,False,False,"[""holiday"",""sequel"",""duringcreditsstinger"",""christmas""]",True
13768,tt0283084,Tuck Everlasting,Tuck Everlasting,2002,2002-10-11,90.0,"[""Drama"",""Family"",""Fantasy"",""Romance"",""Science Fiction""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Français""]",,5.951492,6.4,133,15000000,19158074,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.","If you could choose to live forever, would you?",Released,en,False,False,"[""fountain of youth"",""based on novel"",""secret"",""immortality"",""forest"",""woods"",""teenage crush"",""teenage girl"",""teenage boy"",""mysterious stranger""]",True
13836,tt1075417,Race to Witch Mountain,Race to Witch Mountain,2009,2009-03-12,98.0,"[""Adventure"",""Family"",""Fantasy"",""Science Fiction"",""Thriller"",""Action""]","[""Walt Disney Pictures"",""Gunn Films""]","[""United States of America""]","[""English""]",,8.176147,5.4,520,50000000,106303988,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",The race is on,Released,en,False,False,"[""mountain"",""spacecraft"",""laser"",""teleportation"",""telekinesis"",""alien"",""military"",""duringcreditsstinger"",""supernatural power""]",True
13850,tt0038969,Song of the South,Song of the South,1946,1946-11-12,91.0,"[""Family"",""Music""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,4.045635,6.9,69,0,0,Uncle Remus draws upon his tales of Brer Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,Here Comes The Zip-A-Dee-Doo-Dah Show!,Released,en,False,False,"[""southern""]",False
